X3_2046_B	X7_2472_B	X9_2492_B	X11_2653_B	X15_2677_B	X17_2691_B	X23_2817_B	X25_2852_B
ENSG00000261329	0	1	0	1	1	1	1	0
ENSG00000261330	0	0	0	0	0	0	0	0
ENSG00000261332	2	0	8	16	1	1	2	2
ENSG00000261336	0	0	0	0	0	0	1	0
ENSG00000261337	0	0	0	0	1	0	0	0
ENSG00000261346	0	1	8	18	1	0	4	4
ENSG00000261350	0	0	0	0	0	0	2	0
ENSG00000261357	0	1	0	0	2	0	0	3
ENSG00000261359	16	7	18	30	108	13	64	15
ENSG00000261367	0	0	0	0	1	0	1	0
ENSG00000261373	392	156	124	38	20	3	43	101
ENSG00000261385	1	3	4	6	19	5	5	14
ENSG00000261386	5	7	5	2	6	5	1	0
ENSG00000261390	1	6	2	0	0	1	0	2
ENSG00000261392	0	0	0	0	0	0	0	0
ENSG00000261393	0	1	1	1	0	0	1	1
ENSG00000261395	0	3	1	0	0	0	0	0
ENSG00000261396	2	1	1	3	7	4	4	8
ENSG00000261398	0	0	0	0	0	0	0	0
ENSG00000261399	0	0	0	0	2	0	0	0
ENSG00000261404	1	0	0	0	0	0	1	0
ENSG00000261405	0	0	1	0	0	0	0	0
ENSG00000261416	10	4	6	4	8	10	5	4
ENSG00000261424	0	0	0	0	0	0	0	0
ENSG00000261429	0	0	0	0	0	0	0	0
ENSG00000261430	1	0	0	0	0	1	0	0
ENSG00000261436	0	0	0	0	1	0	0	0
ENSG00000261439	0	0	0	0	0	0	0	0
ENSG00000261440	0	0	0	0	0	0	0	0
ENSG00000261442	0	0	0	0	0	0	0	0
ENSG00000261448	3	1	8	0	3	3	4	4
ENSG00000261457	0	0	0	0	0	0	0	0
ENSG00000261461	0	0	1	0	0	0	1	0
ENSG00000261465	1	3	1	5	1	4	4	1
ENSG00000261466	0	0	0	0	0	0	0	1
ENSG00000261469	0	0	0	0	0	0	0	0
ENSG00000261471	2	0	1	0	1	0	0	0
ENSG00000261472	0	0	0	0	0	0	0	0
ENSG00000261474	17	20	25	21	27	17	35	39
ENSG00000261476	5	3	3	1	1	0	2	2
ENSG00000261481	1	4	0	0	0	0	0	0
ENSG00000261502	0	0	0	0	0	1	0	0
ENSG00000261505	8	38	10	14	20	13	37	32
ENSG00000261512	11	23	20	9	15	16	32	16
ENSG00000261513	2	1	2	4	1	3	4	3
ENSG00000261519	1	4	3	1	2	2	2	5
ENSG00000261532	0	5	2	0	3	1	2	2
ENSG00000261537	0	2	1	0	0	1	0	0
ENSG00000261538	0	0	1	2	4	0	2	29
ENSG00000261541	4	3	7	5	2	1	10	4
ENSG00000261546	3	1	8	0	3	3	7	2
ENSG00000261550	1	0	0	0	1	0	0	1
ENSG00000261552	0	0	1	0	0	0	0	0
ENSG00000261556	40	103	27	4	37	24	33	8
ENSG00000261557	0	0	0	0	0	0	0	1
ENSG00000261560	22	23	17	1	15	13	17	15
ENSG00000261566	0	0	1	0	0	0	0	0
ENSG00000261567	2	0	0	4	5	3	6	3
ENSG00000261569	0	0	0	0	1	0	10	7
ENSG00000261574	6	3	5	0	0	3	2	0
ENSG00000261588	0	1	0	0	0	0	0	0
ENSG00000261590	0	1	0	0	1	0	0	1
ENSG00000261592	0	0	0	0	0	0	0	0
ENSG00000261596	3	5	5	0	3	17	10	1
ENSG00000261599	8	1	1	0	1	0	4	1
ENSG00000261602	0	2	1	0	0	0	0	2
ENSG00000261609	214	547	298	135	262	161	233	289
ENSG00000261611	1	0	0	0	0	0	0	1
ENSG00000261613	148	124	65	70	159	80	188	187
ENSG00000261614	0	0	0	0	0	0	0	0
ENSG00000261617	1	0	0	0	1	1	0	0
ENSG00000261620	1	0	0	0	0	0	0	0
ENSG00000261630	0	0	1	0	0	0	0	0
ENSG00000261641	20	20	5	12	15	34	14	31
ENSG00000261644	8	5	16	0	9	14	6	1
ENSG00000261647	0	1	0	0	0	0	1	0
ENSG00000261653	0	0	0	0	1	0	0	1
ENSG00000261656	0	0	0	0	0	1	0	0
ENSG00000261659	73	26	15	94	63	47	128	95
ENSG00000261663	6	22	4	1	11	11	16	2
ENSG00000261669	0	0	0	0	0	0	1	0
ENSG00000261673	0	0	0	0	0	0	0	0
ENSG00000261685	16	5	32	29	37	14	11	46
ENSG00000261690	7	5	17	3	1	6	10	10
ENSG00000261691	4	13	3	4	4	4	9	4
ENSG00000261692	0	0	0	0	0	0	0	0
ENSG00000261697	0	0	0	0	0	0	0	0
ENSG00000261701	0	0	0	1	0	0	0	0
ENSG00000261704	0	0	0	0	0	0	0	0
ENSG00000261705	24	18	25	23	29	17	34	29
ENSG00000261707	0	0	7	0	0	0	0	0
ENSG00000261711	0	0	0	0	8	0	1	0
ENSG00000261713	0	0	0	0	0	1	1	0
ENSG00000261719	0	0	0	0	0	0	0	0
ENSG00000261720	0	0	0	0	0	0	0	0
ENSG00000261722	0	0	0	0	0	1	1	1
ENSG00000261723	0	0	0	0	0	0	0	0
ENSG00000261727	0	1	0	0	0	0	0	0
ENSG00000261731	0	0	0	1	0	0	0	2
ENSG00000261732	18	12	5	2	12	14	17	9
ENSG00000261736	0	0	0	0	2	1	1	1
ENSG00000261740	19	32	18	12	31	24	22	11
ENSG00000261741	1	0	0	0	0	0	0	0
ENSG00000261742	1	0	3	7	41	13	13	16
ENSG00000261744	3	5	8	1	1	0	0	0
ENSG00000261751	1	1	0	0	0	0	0	0
ENSG00000261752	0	0	0	0	1	0	0	0
ENSG00000261759	0	3	3	1	3	2	1	3
ENSG00000261764	0	0	0	0	0	0	0	0
ENSG00000261765	0	1	2	0	0	0	0	0
ENSG00000261766	3	9	3	1	15	6	8	3
ENSG00000261776	0	0	0	0	0	0	0	0
ENSG00000261777	17	11	8	5	17	3	9	9
ENSG00000261783	0	12	1	3	6	4	11	8
ENSG00000261788	0	0	3	2	2	3	1	0
ENSG00000261789	0	0	0	0	1	0	0	1
ENSG00000261790	3	3	2	6	1	3	5	5
ENSG00000261804	1	4	0	1	0	9	54	3
ENSG00000261807	1	0	0	0	0	0	0	0
ENSG00000261812	2	3	1	6	1	3	0	0
ENSG00000261816	0	0	0	0	0	0	0	0
ENSG00000261819	5	7	1	12	7	7	9	12
ENSG00000261834	1	0	0	0	0	0	0	0
ENSG00000261837	0	1	3	0	0	0	0	1
ENSG00000261838	1	0	2	0	0	0	0	0
ENSG00000261840	26	16	14	9	14	9	19	27
ENSG00000261856	0	1	0	1	0	0	0	0
ENSG00000261864	1	1	1	0	0	0	0	0
ENSG00000261884	56	60	81	0	25	32	36	12
ENSG00000261889	15	11	8	6	25	3	31	14
ENSG00000261904	0	1	0	0	0	0	0	0
ENSG00000261925	1	0	1	12	9	0	10	1
ENSG00000261938	1	1	1	1	5	0	1	0
ENSG00000261962	0	0	1	0	1	0	2	2
ENSG00000261971	166	264	225	51	339	116	433	148
ENSG00000261997	17	12	10	0	14	9	5	6
ENSG00000262020	0	0	0	0	1	0	0	0
ENSG00000262026	5	7	7	6	6	3	10	34
ENSG00000262038	0	0	0	0	0	0	0	0
ENSG00000262097	0	0	1	2	2	2	0	1
ENSG00000262116	0	0	0	0	0	0	0	1
ENSG00000262117	1	0	0	0	3	7	0	0
ENSG00000262118	1	0	0	0	0	0	0	0
ENSG00000262136	10	17	16	2	7	3	6	12
ENSG00000262140	1	3	1	0	1	0	1	1
ENSG00000262151	0	0	0	0	2	0	0	0
ENSG00000262152	1	39	3	0	0	2	3	0
ENSG00000262154	0	0	0	0	0	0	0	0
ENSG00000262155	6	1	9	2	24	12	11	9
ENSG00000262158	0	1	0	0	1	0	0	0
ENSG00000262160	86	238	403	93	185	91	353	283
ENSG00000262185	1	2	2	3	4	3	5	11
ENSG00000262187	0	0	0	0	0	0	0	0
ENSG00000262222	16	16	26	12	50	68	29	17
ENSG00000262235	0	0	0	0	1	0	0	0
ENSG00000262246	113	241	112	63	185	274	275	187
ENSG00000262267	0	0	0	0	1	0	0	0
ENSG00000262312	0	5	0	0	3	2	2	5
ENSG00000262316	0	0	0	0	0	0	0	0
ENSG00000262322	0	0	0	0	0	0	0	0
ENSG00000262332	0	0	0	0	0	0	0	0
ENSG00000262362	1	2	0	1	0	3	1	0
ENSG00000262366	0	0	0	0	0	0	0	0
ENSG00000262370	37	19	30	3	28	52	26	12
ENSG00000262380	1	0	2	0	3	2	0	0
ENSG00000262381	0	0	0	0	0	0	1	0
ENSG00000262420	6	9	11	4	4	10	6	9
ENSG00000262454	3	13	4	8	10	10	29	13
ENSG00000262468	27	49	22	25	119	51	105	40
ENSG00000262470	0	0	0	0	0	1	2	0
ENSG00000262482	0	1	0	0	0	0	0	0
ENSG00000262488	1	2	1	0	9	0	2	0
ENSG00000262514	9	3	5	0	5	0	1	5
ENSG00000262521	0	0	0	0	0	0	0	0
ENSG00000262528	13	5	5	1	6	50	68	12
ENSG00000262583	2	1	0	0	0	0	0	1
ENSG00000262587	4	3	3	4	14	9	9	7
ENSG00000262601	10	6	0	2	9	3	7	6
ENSG00000262621	6	12	9	0	12	9	14	7
ENSG00000262636	0	0	0	0	1	0	0	1
ENSG00000262668	0	3	0	0	1	0	0	0
ENSG00000262686	2	0	0	3	3	2	0	1
ENSG00000262691	3	1	7	2	7	3	8	4
ENSG00000262700	0	1	2	0	0	2	0	1
ENSG00000262703	0	0	0	0	0	0	0	0
ENSG00000262712	21	73	15	9	16	12	23	26
ENSG00000262714	1	8	6	2	1	13	90	3
ENSG00000262721	0	0	1	0	2	0	3	1
ENSG00000262732	1	3	1	0	5	1	4	4
ENSG00000262756	0	0	0	0	0	0	4	0
ENSG00000262766	7	6	6	2	14	12	15	13
ENSG00000262801	0	0	0	0	1	0	0	0
ENSG00000262848	0	1	0	0	0	0	0	0
ENSG00000262888	0	1	0	0	1	1	1	6
ENSG00000262890	1	0	0	0	0	1	0	0
ENSG00000262899	0	0	0	0	0	0	0	0
ENSG00000262904	1	3	0	0	3	0	2	0
ENSG00000262944	98	135	121	200	379	236	612	472
ENSG00000262959	1	0	0	0	0	0	0	0
ENSG00000262995	1	0	0	0	0	0	0	0
ENSG00000262999	0	0	0	0	1	0	0	0
ENSG00000263011	1	1	1	7	10	1	3	5
ENSG00000263013	21	52	32	9	35	46	49	14
ENSG00000263029	0	0	0	0	0	0	1	0
ENSG00000263033	1	1	2	0	6	1	0	0
ENSG00000263065	0	2	1	1	2	1	3	7
ENSG00000263072	133	364	107	85	153	137	258	218
ENSG00000263080	1	3	0	2	2	0	5	0
ENSG00000263082	0	0	2	3	0	0	0	1
ENSG00000263105	0	2	1	2	3	1	5	3
ENSG00000263110	0	0	0	0	1	0	0	0
ENSG00000263126	6	9	13	1	9	5	13	6
ENSG00000263177	0	0	0	0	0	0	0	0
ENSG00000263179	0	0	0	0	0	0	0	0
ENSG00000263196	0	0	0	0	0	0	0	0
ENSG00000263198	0	1	1	0	1	1	0	0
ENSG00000263201	0	0	0	0	0	0	0	0
ENSG00000263214	4	7	6	14	23	13	37	35
ENSG00000263232	1	1	2	0	0	0	0	1
ENSG00000263234	2	0	0	0	0	0	1	0
ENSG00000263235	12	43	3	3	12	4	5	5
ENSG00000263237	0	0	0	0	0	0	0	0
ENSG00000263241	1	0	1	0	0	0	1	0
ENSG00000263244	437	688	487	838	1258	909	2729	1911
ENSG00000263257	0	1	0	0	0	0	1	2
ENSG00000263276	23	22	26	5	11	13	8	7
ENSG00000263280	1	2	0	3	6	0	8	16
ENSG00000263307	1	3	1	0	2	2	1	1
ENSG00000263311	0	0	0	0	0	0	0	1
ENSG00000263320	11	22	17	9	13	9	31	38
ENSG00000263325	1	0	0	1	0	1	0	2
ENSG00000263326	1	2	1	0	0	0	0	0
ENSG00000263331	1	0	0	0	0	0	0	0
ENSG00000263335	16	39	16	38	57	70	138	155
ENSG00000263343	0	0	0	0	0	0	0	0
ENSG00000263666	0	0	0	0	0	0	0	0
ENSG00000263769	0	0	0	0	0	0	0	0
ENSG00000263968	1	1	2	0	3	0	6	6
ENSG00000264115	1	0	0	0	0	0	0	0
ENSG00000264305	0	1	2	0	0	0	0	0
ENSG00000264397	1	0	0	0	0	1	0	0
ENSG00000265058	1	0	0	0	0	1	1	0
ENSG00000265077	1	1	0	0	0	0	0	0
ENSG00000265113	0	0	0	0	0	0	0	0
ENSG00000265230	0	0	1	0	0	1	0	0
ENSG00000265249	0	0	0	0	0	0	0	0
ENSG00000265386	1	4	0	0	1	0	0	0
ENSG00000265408	0	0	0	0	0	0	0	0
ENSG00000265529	1	0	0	0	0	0	0	0
ENSG00000265648	0	0	0	0	0	0	0	0
ENSG00000265708	0	0	0	0	0	0	1	0
ENSG00000265731	0	0	0	0	0	0	0	0
ENSG00000265991	0	0	0	0	0	0	0	0
ENSG00000266232	0	0	0	0	0	0	2	0
ENSG00000266305	0	0	0	0	0	0	1	0
ENSG00000266307	0	0	0	0	0	0	0	0
ENSG00000266801	0	0	0	0	0	0	0	0
ENSG00000266994	0	1	0	0	2	0	1	2
ENSG00000267070	0	0	1	0	0	2	5	5
ENSG00000267072	0	0	0	0	0	0	0	0
ENSG00000267077	4	6	0	11	9	5	24	17
ENSG00000267795	91	252	77	856	476	267	1534	903
ENSG00000268218	10	22	12	1	6	6	24	8
ENSG00000268388	0	2	2	0	5	1	0	0
ENSG00000268804	0	0	0	0	3	1	0	0
ENSG00000268836	1	6	1	3	3	3	5	7
ENSG00000268863	0	1	4	3	2	1	5	8
ENSG00000268927	127	75	50	12	22	31	38	44
ENSG00000269047	0	1	0	0	0	0	0	0
ENSG00000269121	0	0	0	0	0	0	0	0
ENSG00000269482	1	6	7	2	1	1	2	4
ENSG00000269667	0	0	0	0	0	0	0	0
ENSG00000269866	0	1	0	0	0	0	0	0
ENSG00000269901	0	0	0	0	0	0	0	0
ENSG00000269935	0	0	0	0	0	0	0	0
ENSG00000269937	69	83	29	52	108	57	171	141
ENSG00000269986	0	0	0	0	0	0	0	0
ENSG00000270006	8	5	4	1	4	2	4	6
ENSG00000270020	1	3	20	1	4	2	0	1
ENSG00000270049	16	18	18	4	23	14	22	14
ENSG00000270058	0	0	0	0	0	0	0	0
ENSG00000270082	0	0	0	0	0	0	0	0
ENSG00000270097	0	23	0	0	0	0	2	0
ENSG00000270118	0	0	0	0	0	0	1	0
ENSG00000270120	5	5	6	2	5	2	2	0
ENSG00000270124	0	0	0	0	0	0	0	0
ENSG00000270165	3	1	6	0	2	5	0	2
ENSG00000270168	0	92	3	6	0	0	7	0
ENSG00000270313	0	0	0	1	2	0	1	0
ENSG00000270318	0	0	2	0	0	0	0	0
ENSG00000270385	0	1	0	1	0	1	0	0
ENSG00000270424	0	0	0	0	0	0	1	0
ENSG00000270467	0	0	0	0	0	0	0	0
ENSG00000270472	39	0	1	1	0	0	3	1
ENSG00000270580	5	1	2	2	4	2	3	8
ENSG00000270864	1	0	0	0	0	0	0	0
ENSG00000270945	0	1	0	0	1	0	0	0
ENSG00000271009	5	2	9	4	6	20	18	4
ENSG00000271105	2	0	1	0	10	2	3	2
ENSG00000271130	1	0	0	0	0	0	0	0
ENSG00000271178	1	1	21	0	0	0	0	0
ENSG00000271495	0	0	0	0	0	0	0	0
ENSG00000271620	3	0	0	2	0	0	0	1
ENSG00000271623	0	0	0	0	0	0	0	0
ENSG00000271699	0	0	0	0	0	0	0	0
ENSG00000272079	0	311	6	78	47	14	101	15
ENSG00000272250	2	1	5	0	4	11	6	4
ENSG00000272330	0	0	0	0	0	0	0	0
ENSG00000272372	0	0	0	0	1	1	1	2
ENSG00000272545	0	0	0	0	0	0	0	0
ENSG00000002834	1608	2596	2502	5115	3843	3658	11272	11336
ENSG00000002919	133	258	206	245	323	356	650	452
ENSG00000004139	319	79	217	99	302	251	327	1069
ENSG00000004142	1814	1190	601	1217	1373	1066	2525	1764
ENSG00000004660	69	230	105	216	278	185	275	252
ENSG00000004897	771	1183	797	652	1165	756	1794	1416
ENSG00000004939	0	0	7	1	5	0	0	2
ENSG00000004975	439	533	269	485	721	439	1042	616
ENSG00000005100	649	687	290	248	564	300	759	415
ENSG00000005102	9	9	31	104	362	14	56	99
ENSG00000005156	354	441	226	405	690	235	979	838
ENSG00000005243	67	59	125	301	227	235	340	178
ENSG00000005379	319	261	209	263	325	213	1624	707
ENSG00000005381	0	5	3	2	3	6	1	0
ENSG00000005882	198	180	175	466	389	350	1014	948
ENSG00000005884	142	256	843	1098	1466	897	2708	2926
ENSG00000005955	792	1329	859	819	1143	820	1754	1863
ENSG00000005961	7	24	13	8	18	13	33	36
ENSG00000006025	131	66	134	155	220	157	404	265
ENSG00000006042	241	93	115	954	775	318	652	910
ENSG00000006047	28	84	62	54	76	84	510	470
ENSG00000006059	0	0	0	0	3	2	5	1
ENSG00000006062	344	236	319	213	407	349	490	252
ENSG00000006074	125	274	106	9	31	3349	5	9
ENSG00000006075	395	325	260	54	252	2038	89	38
ENSG00000006114	643	440	652	496	1155	794	1775	861
ENSG00000006125	1065	2370	1581	3158	3706	2184	8569	9750
ENSG00000006282	276	205	369	661	884	1133	2468	2404
ENSG00000006283	0	1	38	53	105	8	13	22
ENSG00000006695	166	221	85	169	266	164	404	195
ENSG00000006740	148	35	75	180	117	82	100	247
ENSG00000006744	1094	1305	604	676	1083	690	1647	1143
ENSG00000006788	2	0	0	0	0	0	1	0
ENSG00000007168	1681	1685	1173	1544	2131	1591	4846	2337
ENSG00000007171	20	13	9	9	12	5	26	15
ENSG00000007174	0	0	1	4	1	3	1	1
ENSG00000007202	4059	2412	1980	2756	4316	2760	8076	4965
ENSG00000007216	16	5	0	92	110	1	86	2
ENSG00000007237	193	122	293	1174	1278	1786	1476	758
ENSG00000007312	139	92	200	64	178	38	63	41
ENSG00000007314	8	5	10	20	51	1	30	16
ENSG00000008283	1952	1735	1119	1895	1611	897	3225	3416
ENSG00000008294	740	1212	1000	990	1484	1317	2357	1827
ENSG00000008838	526	731	547	553	920	646	2290	1829
ENSG00000010244	1665	3138	1873	1129	2108	1434	3157	1878
ENSG00000011028	463	704	990	812	2897	3115	3544	1949
ENSG00000011143	161	107	83	120	237	163	422	334
ENSG00000011258	431	321	330	222	455	286	969	558
ENSG00000011260	517	385	445	363	595	448	968	801
ENSG00000011295	780	822	395	757	847	447	1916	1181
ENSG00000012048	460	408	165	67	251	80	734	530
ENSG00000013306	1738	2680	1603	1086	1845	1080	2446	3533
ENSG00000015532	260	331	346	438	832	457	1176	974
ENSG00000017373	38	164	11	464	453	76	786	439
ENSG00000029725	846	585	537	3369	4084	1932	9060	2300
ENSG00000030582	3354	4498	3053	1891	5636	21540	10118	4906
ENSG00000033627	369	585	406	456	695	1305	1554	943
ENSG00000034152	807	775	674	502	697	508	1039	550
ENSG00000035862	2014	2640	2282	5602	8936	14069	10719	6746
ENSG00000037042	126	133	132	206	361	149	405	465
ENSG00000040531	162	214	115	210	343	304	600	280
ENSG00000040633	516	673	409	647	742	573	1270	584
ENSG00000049283	126	297	46	465	605	243	1399	714
ENSG00000055483	1294	1147	775	610	867	758	1420	1080
ENSG00000056661	294	324	252	1201	1198	473	2085	1507
ENSG00000062716	1617	3434	2955	1099	2508	2489	2564	2710
ENSG00000062725	500	423	376	564	844	507	1637	963
ENSG00000063015	0	0	2	0	0	0	0	1
ENSG00000064195	50	12	39	16	38	7	20	227
ENSG00000064300	22	7	11	452	710	99	88	153
ENSG00000065320	1000	367	240	597	306	196	484	216
ENSG00000065325	18	0	15	10	4	7	0	3
ENSG00000065559	477	480	392	875	624	411	2296	851
ENSG00000067191	133	201	201	76	105	67	185	291
ENSG00000067596	545	654	481	595	1106	556	2013	1350
ENSG00000068079	307	518	502	285	700	591	1369	370
ENSG00000068097	80	186	120	164	314	295	587	517
ENSG00000068120	671	877	591	710	1135	590	2033	2143
ENSG00000068137	403	484	257	699	741	247	1333	949
ENSG00000068489	388	424	211	45	112	82	286	232
ENSG00000069188	52	19	14	65	60	48	32	265
ENSG00000070366	665	469	359	672	970	699	1750	1091
ENSG00000070444	675	490	347	614	737	765	1064	723
ENSG00000070495	337	440	333	177	355	296	397	407
ENSG00000070526	2	1	1	30	48	7	7	8
ENSG00000070540	406	444	709	746	548	652	285	767
ENSG00000070731	23	191	17	1213	768	302	2313	3445
ENSG00000072134	431	569	292	582	1082	447	1636	643
ENSG00000072210	489	568	729	1166	1375	944	3172	1592
ENSG00000072310	1596	2004	2152	3338	3355	4229	6648	10590
ENSG00000072778	3353	2701	3348	2517	3065	2085	4482	3132
ENSG00000072818	432	250	722	55	378	308	359	92
ENSG00000072849	623	631	566	482	689	547	1055	815
ENSG00000073350	472	1183	386	791	859	467	2589	2398
ENSG00000073536	232	350	136	220	257	102	349	300
ENSG00000073584	620	688	509	737	1040	444	2618	1715
ENSG00000073598	0	0	0	2	2	0	0	0
ENSG00000073605	263	409	468	11	220	138	196	219
ENSG00000073670	5	4	10	3	19	2	15	8
ENSG00000073861	37	19	84	11	41	67	67	13
ENSG00000073969	337	595	316	693	728	692	1417	910
ENSG00000074356	611	569	353	286	708	468	1055	483
ENSG00000074370	877	711	1410	1262	1234	768	1468	4373
ENSG00000074660	209	98	203	120	439	240	447	210
ENSG00000074755	986	649	761	804	1751	1462	2528	1573
ENSG00000075429	0	0	0	0	1	0	0	0
ENSG00000075461	0	126	52	165	996	352	2136	4684
ENSG00000076351	546	209	246	644	875	564	1193	650
ENSG00000076382	1002	649	258	47	221	119	594	408
ENSG00000076604	2323	1075	536	634	1055	382	1839	982
ENSG00000078687	478	70	290	738	886	489	1106	1288
ENSG00000082641	2078	2087	3006	3105	3892	3171	8686	5596
ENSG00000083290	604	280	328	401	573	420	1652	843
ENSG00000083454	35	76	32	2	27	11	13	5
ENSG00000083457	278	297	408	124	172	155	280	232
ENSG00000087095	583	358	270	357	467	265	1002	545
ENSG00000087111	637	344	355	671	966	569	1640	1057
ENSG00000087152	1022	1131	832	818	1490	892	2252	1769
ENSG00000087157	424	442	412	204	541	510	776	589
ENSG00000087191	1136	1208	745	1309	1409	1062	2305	2030
ENSG00000087995	152	192	101	188	183	117	349	408
ENSG00000089558	5	5	4	2	5	8	5	1
ENSG00000089685	1318	743	423	54	213	131	539	700
ENSG00000091536	6	21	27	9	29	22	61	24
ENSG00000091542	1242	1192	1147	1796	1801	1388	3788	2105
ENSG00000091583	0	0	0	0	0	0	0	0
ENSG00000091592	1814	295	647	182	685	741	562	300
ENSG00000091622	55	124	35	155	104	45	174	83
ENSG00000091640	522	479	330	465	580	547	980	720
ENSG00000091947	95	216	173	428	758	144	836	2224
ENSG00000092871	160	336	241	306	428	427	760	343
ENSG00000092929	372	444	566	201	316	747	528	157
ENSG00000092931	352	383	283	263	407	398	656	363
ENSG00000094796	0	1	0	2	67	9	284	10
ENSG00000094804	252	496	185	54	95	40	435	559
ENSG00000108244	28	3952	36	759	152	176	42	67
ENSG00000108255	0	0	0	0	0	0	0	0
ENSG00000108256	2530	2260	1424	1123	1995	1720	3402	2096
ENSG00000108262	4193	1643	746	702	1185	756	1932	1954
ENSG00000108264	175	211	169	203	238	167	423	343
ENSG00000108270	498	936	404	487	900	536	1032	1059
ENSG00000108272	90	337	75	187	148	61	200	318
ENSG00000108278	241	383	228	250	282	230	513	546
ENSG00000108292	2230	2794	2484	2289	3574	2216	6215	4292
ENSG00000108294	714	1744	842	806	1278	867	2034	2051
ENSG00000108296	369	462	452	227	432	321	591	596
ENSG00000108298	7836	17056	6342	14704	11076	7987	16369	24932
ENSG00000108306	67	103	47	69	192	122	317	200
ENSG00000108309	5	14	10	8	9	12	10	115
ENSG00000108312	1431	1470	1335	1776	2503	1519	4770	3481
ENSG00000108342	0	0	4	0	0	0	0	0
ENSG00000108344	1218	1967	940	1065	1644	1201	2915	3372
ENSG00000108349	1103	1150	1157	1496	1815	978	3073	2631
ENSG00000108352	113	147	67	146	117	101	497	339
ENSG00000108370	18	29	32	9	19	19	250	41
ENSG00000108375	18	80	152	201	227	92	1197	1262
ENSG00000108379	88	78	69	36	38	38	401	213
ENSG00000108381	8	3	0	17	36	3	34	14
ENSG00000108384	297	239	106	190	228	149	342	270
ENSG00000108387	166	104	149	261	413	156	346	450
ENSG00000108389	987	758	572	745	905	672	1630	1421
ENSG00000108395	610	514	357	334	717	332	1058	896
ENSG00000108405	225	122	649	58	43	29	18	50
ENSG00000108406	406	337	326	475	692	334	1237	1591
ENSG00000108417	0	0	0	5	13	5	25	2
ENSG00000108423	136	158	106	87	166	88	251	180
ENSG00000108424	3608	4845	2923	2390	4311	3337	7677	5814
ENSG00000108433	231	218	295	282	386	309	541	429
ENSG00000108439	205	319	175	446	624	448	1423	796
ENSG00000108443	578	440	420	350	545	435	902	809
ENSG00000108448	75	151	62	64	64	60	128	83
ENSG00000108465	1420	2150	1488	557	1598	1325	2291	2172
ENSG00000108468	1116	1548	554	762	1164	650	2122	2106
ENSG00000108469	344	272	366	133	440	295	720	699
ENSG00000108474	104	155	90	47	110	90	281	277
ENSG00000108479	220	324	179	183	202	211	406	299
ENSG00000108506	255	153	181	119	356	186	613	340
ENSG00000108509	427	589	541	841	1043	821	2293	1221
ENSG00000108510	870	786	817	966	1574	943	3109	1736
ENSG00000108511	19	20	19	117	163	49	44	55
ENSG00000108515	165	146	95	45	143	106	274	125
ENSG00000108518	7359	11636	6410	5499	7647	8586	13997	7411
ENSG00000108523	571	1274	608	1073	1607	1223	3387	1738
ENSG00000108528	750	650	431	623	682	667	1757	974
ENSG00000108551	23	634	102	135	252	31	58	104
ENSG00000108556	19	10	17	40	20	19	29	27
ENSG00000108557	1165	999	705	1202	1620	893	3890	1974
ENSG00000108559	670	947	315	366	412	330	966	536
ENSG00000108561	1811	2445	797	1108	1293	920	2024	1607
ENSG00000108576	4	1	0	111	1	0	204	83
ENSG00000108578	505	582	262	310	361	405	1433	792
ENSG00000108582	952	635	1859	1614	3164	977	6536	3129
ENSG00000108587	510	534	436	655	779	569	1416	1072
ENSG00000108588	915	1290	859	1224	1429	886	2390	2584
ENSG00000108590	88	116	70	81	94	60	168	102
ENSG00000108591	597	554	330	336	661	471	1122	642
ENSG00000108592	597	770	388	543	902	449	1254	798
ENSG00000108599	377	383	337	363	546	472	1301	673
ENSG00000108602	1	0	3	6	2	7	4	2
ENSG00000108604	1856	1607	931	1463	1553	950	3098	1759
ENSG00000108622	299	183	249	151	349	190	280	159
ENSG00000108639	1624	1976	2089	2994	3573	2795	6734	3159
ENSG00000108641	159	122	85	119	158	69	198	268
ENSG00000108651	555	999	501	327	672	481	984	526
ENSG00000108654	7855	9283	7375	4476	10263	7025	12744	9794
ENSG00000108666	96	179	69	124	184	85	327	229
ENSG00000108669	884	1214	977	543	1257	1664	1771	780
ENSG00000108671	1305	2094	905	899	1359	913	2085	1630
ENSG00000108679	2087	6531	3513	2668	5104	10589	14401	6838
ENSG00000108684	1	0	3	0	112	1	1	1
ENSG00000108688	39	204	11	0	0	14	0	1
ENSG00000108691	939	1209	743	185	428	605	462	55
ENSG00000108700	305	353	64	13	38	220	78	4
ENSG00000108702	0	0	0	0	0	0	0	0
ENSG00000108733	36	43	34	135	155	75	305	217
ENSG00000108753	0	0	0	0	2	0	0	0
ENSG00000108759	0	2	0	7	32	6	19	2
ENSG00000108771	193	405	201	138	486	500	921	436
ENSG00000108773	1135	1298	726	233	984	573	1344	1284
ENSG00000108774	505	737	417	924	1062	959	1716	1598
ENSG00000108784	298	255	285	341	735	857	785	712
ENSG00000108785	1	0	5	0	0	3	4	1
ENSG00000108786	33	129	81	28	106	95	150	70
ENSG00000108788	591	697	657	560	693	627	1248	1047
ENSG00000108797	105	66	105	108	289	171	294	132
ENSG00000108798	185	104	345	120	369	742	491	172
ENSG00000108799	453	438	492	415	644	521	936	1003
ENSG00000108813	7	14	11	3	13	9	18	30
ENSG00000108819	1359	1211	1295	1012	2201	2648	3396	2066
